--------- beginning of system
I/Vold    (  247): Vold 2.1 (the revenge) firing up
D/Vold    (  247): Volume sdcard1 state changing -1 (Initializing) -> 0 (No-Media)
D/Vold    (  247): Volume uicc0 state changing -1 (Initializing) -> 0 (No-Media)
D/Vold    (  247): Volume uicc1 state changing -1 (Initializing) -> 0 (No-Media)
D/Vold    (  247): Volume uicc1 state changing -1 (Initializing) -> 0 (No-Media)
D/Vold    (  247): Volume usbotg state changing -1 (Initializing) -> 0 (No-Media)
D/Vold    (  247): Volume uicc0 state changing -1 (Initializing) -> 0 (No-Media)
D/Vold    (  247): Volume uicc1 state changing -1 (Initializing) -> 0 (No-Media)
I/Cryptfs (  247): Check if PFE is activated on Boot
D/PhoneInterfaceManager( 3641): [PhoneIntfMgr] getDataEnabled: subId=2147483643 retVal=true
D/ConnectivityManager( 3106): getMobileDataEnabled()- subId=2147483643 retVal=true
V/WLAN_PSA(  284): NL MSG, len[4028], NL type[0x1C] WNI type[0x5900] len[41999]
V/WLAN_PSA(  284): NL MSG, PID: 284
V/WLAN_PSA(  284): NL MSG, len[4055], NL type[0x1C] WNI type[0x5900] len[48911]
V/WLAN_PSA(  284): NL MSG, PID: 284
V/WLAN_PSA(  284): NL MSG, len[3982], NL type[0x1C] WNI type[0x5900] len[30223]
V/WLAN_PSA(  284): NL MSG, PID: 284
V/WLAN_PSA(  284): NL MSG, len[4057], NL type[0x1C] WNI type[0x5900] len[49423]
V/WLAN_PSA(  284): NL MSG, PID: 284
V/WLAN_PSA(  284): NL MSG, len[4047], NL type[0x1C] WNI type[0x5900] len[46863]
V/WLAN_PSA(  284): NL MSG, PID: 284
V/WLAN_PSA(  284): NL MSG, len[4073], NL type[0x1C] WNI type[0x5900] len[53519]
V/WLAN_PSA(  284): NL MSG, PID: 284
V/WLAN_PSA(  284): NL MSG, len[4068], NL type[0x1C] WNI type[0x5900] len[52239]
V/WLAN_PSA(  284): NL MSG, PID: 284
V/WLAN_PSA(  284): NL MSG, len[4073], NL type[0x1C] WNI type[0x5900] len[53519]
V/WLAN_PSA(  284): NL MSG, PID: 284
V/WLAN_PSA(  284): NL MSG, len[4073], NL type[0x1C] WNI type[0x5900] len[53519]
V/WLAN_PSA(  284): NL MSG, PID: 284
V/WLAN_PSA(  284): NL MSG, len[4026], NL type[0x1C] WNI type[0x5900] len[41487]
V/WLAN_PSA(  284): NL MSG, PID: 284
V/WLAN_PSA(  284): NL MSG, len[4074], NL type[0x1C] WNI type[0x5900] len[53775]
V/WLAN_PSA(  284): NL MSG, PID: 284
V/WLAN_PSA(  284): NL MSG, len[4065], NL type[0x1C] WNI type[0x5900] len[51471]
V/WLAN_PSA(  284): NL MSG, PID: 284
V/WLAN_PSA(  284): NL MSG, len[3972], NL type[0x1C] WNI type[0x5900] len[27663]
V/WLAN_PSA(  284): NL MSG, PID: 284
V/WLAN_PSA(  284): NL MSG, len[4013], NL type[0x1C] WNI type[0x5900] len[38159]
V/WLAN_PSA(  284): NL MSG, PID: 284
E/Launcher( 3678): ------------------- handleMessage SDK初始化成功: 0
D/WeiposService( 3106): getDeviceInfo
D/WangposDevicesProvider( 3106): query:content://cn.weipass.provider.WangposDevicesProvider/dataCache|dataCacheKey=-1013976890264205355
D/WangposDevicesProvider( 3106): getStringData -1013976890264205355
D/WangPosDeviceData( 3106): key_rsa_sn_code_data|P327701702000148|null
D/ShareDataLocalRsaService( 3106): getDeviceSNCode:P327701702000148
D/WangposDevicesProvider( 3106): query:content://cn.weipass.provider.WangposDevicesProvider/dataCache|dataCacheKey=-2976657542420544411
D/WangPosDeviceData( 3106): key_rsa_sn_data|
D/WangposDevicesProvider( 3106): query:content://cn.weipass.provider.WangposDevicesProvider/dataCache|dataCacheKey=-1526718203362830189
D/WangposDevicesProvider( 3106): getStringData -1526718203362830189
D/WangPosDeviceData( 3106): KEY_MERCHANT_MCODE||
D/WangposDevicesProvider( 3106): query:content://cn.weipass.provider.WangposDevicesProvider/dataCache|dataCacheKey=-1978380109866806439
D/WangposDevicesProvider( 3106): getStringData -1978380109866806439
D/WangPosDeviceData( 3106): KEY_MERCHANT_NAME||
I/WeiposService( 3106): getDeviceInfo  snCode:P327701702000148  en:  mcode:  mname:
D/WangposDevicesProvider( 3106): query:content://cn.weipass.provider.WangposDevicesProvider/dataCache|dataCacheKey=-1526718203362830189
D/WangposDevicesProvider( 3106): getStringData -1526718203362830189
D/WangPosDeviceData( 3106): KEY_MERCHANT_MCODE||null
D/LauncherServiceModel( 3678): isBindMerchant: false
D/WangposDevicesProvider( 3106): query:content://cn.weipass.provider.WangposDevicesProvider/dataCache|dataCacheKey=-1526718203362830189
D/WangposDevicesProvider( 3106): getStringData -1526718203362830189
D/WangPosDeviceData( 3106): KEY_MERCHANT_MCODE||null
I/qy      ( 3678): onResume noBind 678
I/SurfaceFlinger(  248): FPS: 5
V/WLAN_PSA(  284): NL MSG, len[3951], NL type[0x1C] WNI type[0x5900] len[22287]
V/WLAN_PSA(  284): NL MSG, PID: 284
V/WLAN_PSA(  284): NL MSG, len[4043], NL type[0x1C] WNI type[0x5900] len[45839]
V/WLAN_PSA(  284): NL MSG, PID: 284
V/WLAN_PSA(  284): NL MSG, len[3986], NL type[0x1C] WNI type[0x5900] len[31247]
V/WLAN_PSA(  284): NL MSG, PID: 284
V/WLAN_PSA(  284): NL MSG, len[4088], NL type[0x1C] WNI type[0x5900] len[57359]
V/WLAN_PSA(  284): NL MSG, PID: 284
V/WLAN_PSA(  284): NL MSG, len[3977], NL type[0x1C] WNI type[0x5900] len[28943]
V/WLAN_PSA(  284): NL MSG, PID: 284
V/WLAN_PSA(  284): NL MSG, len[4082], NL type[0x1C] WNI type[0x5900] len[55823]
V/WLAN_PSA(  284): NL MSG, PID: 284
V/WLAN_PSA(  284): NL MSG, len[4018], NL type[0x1C] WNI type[0x5900] len[39439]
V/WLAN_PSA(  284): NL MSG, PID: 284
V/WLAN_PSA(  284): NL MSG, len[4005], NL type[0x1C] WNI type[0x5900] len[36111]
V/WLAN_PSA(  284): NL MSG, PID: 284
V/WLAN_PSA(  284): NL MSG, len[914], NL type[0x11] WNI type[0x5050] len[894]
V/WLAN_PSA(  284): NL MSG, PID: 284
V/WLAN_PSA(  284): NL MSG, len[4031], NL type[0x1C] WNI type[0x5900] len[42767]
V/WLAN_PSA(  284): NL MSG, PID: 284
V/WLAN_PSA(  284): NL MSG, len[3987], NL type[0x1C] WNI type[0x5900] len[31503]
V/WLAN_PSA(  284): NL MSG, PID: 284
I/WifiHAL ( 1971): Poll result = 1
I/WifiHAL ( 1971): Found some events!!!
D/WifiHAL ( 1971): no_seq_check received
I/WifiHAL ( 1971): event received NL80211_CMD_NEW_SCAN_RESULTS
I/WifiHAL ( 1971): event received NL80211_CMD_NEW_SCAN_RESULTS, vendor_id = 0x0
I/WifiHAL ( 1971): event ignored!!
V/WLAN_PSA(  284): NL MSG, len[4015], NL type[0x1C] WNI type[0x5900] len[38671]
V/WLAN_PSA(  284): NL MSG, PID: 284
D/LBSSystemMonitorService( 1971): handleMessage what - 4
D/Wiper_jni( 1971): Send Network Location.
E/LocSvc_api_v02( 1971): I/---> locClientSendReq line 2065 QMI_LOC_INJECT_WIFI_POSITION_REQ_V02
E/LocSvc_ApiV02( 1971): I/<--- void globalRespCb(locClientHandleType, uint32_t, locClientRespIndUnionType, void*) line 111 QMI_LOC_INJECT_WIFI_POSITION_REQ_V02
V/WLAN_PSA(  284): NL MSG, len[048], NL type[0x11] WNI type[0x5050] len[028]
V/WLAN_PSA(  284): NL MSG, PID: 284
V/WLAN_PSA(  284): NL MSG, len[048], NL type[0x11] WNI type[0x5050] len[028]
V/WLAN_PSA(  284): NL MSG, PID: 284
V/WLAN_PSA(  284): NL MSG, len[048], NL type[0x11] WNI type[0x5050] len[028]
V/WLAN_PSA(  284): NL MSG, PID: 284
V/WLAN_PSA(  284): NL MSG, len[048], NL type[0x11] WNI type[0x5050] len[028]
V/WLAN_PSA(  284): NL MSG, PID: 284
I/SurfaceFlinger(  248): FPS: 5
E/Launcher( 3678): ------------------- handleMessage SDK初始化成功: 0
D/WeiposService( 3106): getDeviceInfo
D/WangposDevicesProvider( 3106): query:content://cn.weipass.provider.WangposDevicesProvider/dataCache|dataCacheKey=-1013976890264205355
D/WangposDevicesProvider( 3106): getStringData -1013976890264205355
D/WangPosDeviceData( 3106): key_rsa_sn_code_data|P327701702000148|null
D/ShareDataLocalRsaService( 3106): getDeviceSNCode:P327701702000148
D/WangposDevicesProvider( 3106): query:content://cn.weipass.provider.WangposDevicesProvider/dataCache|dataCacheKey=-2976657542420544411
D/WangPosDeviceData( 3106): key_rsa_sn_data|
D/WangposDevicesProvider( 3106): query:content://cn.weipass.provider.WangposDevicesProvider/dataCache|dataCacheKey=-1526718203362830189
D/WangposDevicesProvider( 3106): getStringData -1526718203362830189
D/WangPosDeviceData( 3106): KEY_MERCHANT_MCODE||
D/WangposDevicesProvider( 3106): query:content://cn.weipass.provider.WangposDevicesProvider/dataCache|dataCacheKey=-1978380109866806439
D/WangposDevicesProvider( 3106): getStringData -1978380109866806439
D/WangPosDeviceData( 3106): KEY_MERCHANT_NAME||
I/WeiposService( 3106): getDeviceInfo  snCode:P327701702000148  en:  mcode:  mname:
D/WangposDevicesProvider( 3106): query:content://cn.weipass.provider.WangposDevicesProvider/dataCache|dataCacheKey=-1526718203362830189
D/WangposDevicesProvider( 3106): getStringData -1526718203362830189
D/WangPosDeviceData( 3106): KEY_MERCHANT_MCODE||null
D/LauncherServiceModel( 3678): isBindMerchant: false
D/WangposDevicesProvider( 3106): query:content://cn.weipass.provider.WangposDevicesProvider/dataCache|dataCacheKey=-1526718203362830189
D/WangposDevicesProvider( 3106): getStringData -1526718203362830189
D/WangPosDeviceData( 3106): KEY_MERCHANT_MCODE||null
I/qy      ( 3678): onResume noBind 678
I/SurfaceFlinger(  248): FPS: 4
I/SurfaceFlinger(  248): FPS: 5
V/WLAN_PSA(  284): NL MSG, len[048], NL type[0x11] WNI type[0x5050] len[028]
V/WLAN_PSA(  284): NL MSG, PID: 284
E/Launcher( 3678): ------------------- handleMessage SDK初始化成功: 0
D/WeiposService( 3106): getDeviceInfo
D/WangposDevicesProvider( 3106): query:content://cn.weipass.provider.WangposDevicesProvider/dataCache|dataCacheKey=-1013976890264205355
D/WangposDevicesProvider( 3106): getStringData -1013976890264205355
D/WangPosDeviceData( 3106): key_rsa_sn_code_data|P327701702000148|null
D/ShareDataLocalRsaService( 3106): getDeviceSNCode:P327701702000148
D/WangposDevicesProvider( 3106): query:content://cn.weipass.provider.WangposDevicesProvider/dataCache|dataCacheKey=-2976657542420544411
D/WangPosDeviceData( 3106): key_rsa_sn_data|
D/WangposDevicesProvider( 3106): query:content://cn.weipass.provider.WangposDevicesProvider/dataCache|dataCacheKey=-1526718203362830189
D/WangposDevicesProvider( 3106): getStringData -1526718203362830189
D/WangPosDeviceData( 3106): KEY_MERCHANT_MCODE||
D/WangposDevicesProvider( 3106): query:content://cn.weipass.provider.WangposDevicesProvider/dataCache|dataCacheKey=-1978380109866806439
D/WangposDevicesProvider( 3106): getStringData -1978380109866806439
D/WangPosDeviceData( 3106): KEY_MERCHANT_NAME||
I/WeiposService( 3106): getDeviceInfo  snCode:P327701702000148  en:  mcode:  mname:
D/WangposDevicesProvider( 3106): query:content://cn.weipass.provider.WangposDevicesProvider/dataCache|dataCacheKey=-1526718203362830189
D/WangposDevicesProvider( 3106): getStringData -1526718203362830189
D/WangPosDeviceData( 3106): KEY_MERCHANT_MCODE||null
D/LauncherServiceModel( 3678): isBindMerchant: false
D/WangposDevicesProvider( 3106): query:content://cn.weipass.provider.WangposDevicesProvider/dataCache|dataCacheKey=-1526718203362830189
D/WangposDevicesProvider( 3106): getStringData -1526718203362830189
D/WangPosDeviceData( 3106): KEY_MERCHANT_MCODE||null
I/qy      ( 3678): onResume noBind 678
I/SurfaceFlinger(  248): FPS: 4
I/SurfaceFlinger(  248): FPS: 5
E/Launcher( 3678): ------------------- handleMessage SDK初始化成功: 0
D/WeiposService( 3106): getDeviceInfo
D/WangposDevicesProvider( 3106): query:content://cn.weipass.provider.WangposDevicesProvider/dataCache|dataCacheKey=-1013976890264205355
D/WangposDevicesProvider( 3106): getStringData -1013976890264205355
D/WangPosDeviceData( 3106): key_rsa_sn_code_data|P327701702000148|null
D/ShareDataLocalRsaService( 3106): getDeviceSNCode:P327701702000148
D/WangposDevicesProvider( 3106): query:content://cn.weipass.provider.WangposDevicesProvider/dataCache|dataCacheKey=-2976657542420544411
D/WangPosDeviceData( 3106): key_rsa_sn_data|
D/WangposDevicesProvider( 3106): query:content://cn.weipass.provider.WangposDevicesProvider/dataCache|dataCacheKey=-1526718203362830189
D/WangposDevicesProvider( 3106): getStringData -1526718203362830189
D/WangPosDeviceData( 3106): KEY_MERCHANT_MCODE||
D/WangposDevicesProvider( 3106): query:content://cn.weipass.provider.WangposDevicesProvider/dataCache|dataCacheKey=-1978380109866806439
D/WangposDevicesProvider( 3106): getStringData -1978380109866806439
D/WangPosDeviceData( 3106): KEY_MERCHANT_NAME||
I/WeiposService( 3106): getDeviceInfo  snCode:P327701702000148  en:  mcode:  mname:
D/WangposDevicesProvider( 3106): query:content://cn.weipass.provider.WangposDevicesProvider/dataCache|dataCacheKey=-1526718203362830189
D/WangposDevicesProvider( 3106): getStringData -1526718203362830189
D/WangPosDeviceData( 3106): KEY_MERCHANT_MCODE||null
D/LauncherServiceModel( 3678): isBindMerchant: false
D/WangposDevicesProvider( 3106): query:content://cn.weipass.provider.WangposDevicesProvider/dataCache|dataCacheKey=-1526718203362830189
D/WangposDevicesProvider( 3106): getStringData -1526718203362830189
D/WangPosDeviceData( 3106): KEY_MERCHANT_MCODE||null
I/qy      ( 3678): onResume noBind 678
I/SurfaceFlinger(  248): FPS: 4
I/SurfaceFlinger(  248): FPS: 5
E/Launcher( 3678): ------------------- handleMessage SDK初始化成功: 0
D/WeiposService( 3106): getDeviceInfo
D/WangposDevicesProvider( 3106): query:content://cn.weipass.provider.WangposDevicesProvider/dataCache|dataCacheKey=-1013976890264205355
D/WangposDevicesProvider( 3106): getStringData -1013976890264205355
D/WangPosDeviceData( 3106): key_rsa_sn_code_data|P327701702000148|null
D/ShareDataLocalRsaService( 3106): getDeviceSNCode:P327701702000148
D/WangposDevicesProvider( 3106): query:content://cn.weipass.provider.WangposDevicesProvider/dataCache|dataCacheKey=-2976657542420544411
D/WangPosDeviceData( 3106): key_rsa_sn_data|
D/WangposDevicesProvider( 3106): query:content://cn.weipass.provider.WangposDevicesProvider/dataCache|dataCacheKey=-1526718203362830189
D/WangposDevicesProvider( 3106): getStringData -1526718203362830189
D/WangPosDeviceData( 3106): KEY_MERCHANT_MCODE||
D/WangposDevicesProvider( 3106): query:content://cn.weipass.provider.WangposDevicesProvider/dataCache|dataCacheKey=-1978380109866806439
D/WangposDevicesProvider( 3106): getStringData -1978380109866806439
D/WangPosDeviceData( 3106): KEY_MERCHANT_NAME||
I/WeiposService( 3106): getDeviceInfo  snCode:P327701702000148  en:  mcode:  mname:
D/WangposDevicesProvider( 3106): query:content://cn.weipass.provider.WangposDevicesProvider/dataCache|dataCacheKey=-1526718203362830189
D/WangposDevicesProvider( 3106): getStringData -1526718203362830189
D/WangPosDeviceData( 3106): KEY_MERCHANT_MCODE||null
D/LauncherServiceModel( 3678): isBindMerchant: false
D/WangposDevicesProvider( 3106): query:content://cn.weipass.provider.WangposDevicesProvider/dataCache|dataCacheKey=-1526718203362830189
I/SurfaceFlinger(  248): FPS: 4
D/WangposDevicesProvider( 3106): getStringData -1526718203362830189
D/WangPosDeviceData( 3106): KEY_MERCHANT_MCODE||null
I/qy      ( 3678): onResume noBind 678
V/WLAN_PSA(  284): NL MSG, len[048], NL type[0x11] WNI type[0x5050] len[028]
V/WLAN_PSA(  284): NL MSG, PID: 284
D/ConnectivityManager( 3106): getMobileDataEnabled()+ subId=2147483643
D/PhoneInterfaceManager( 3641): [PhoneIntfMgr] getDataEnabled: subId=2147483643 phoneId=0
D/PhoneInterfaceManager( 3641): [PhoneIntfMgr] getDataEnabled: subId=2147483643 retVal=true
D/ConnectivityManager( 3106): getMobileDataEnabled()- subId=2147483643 retVal=true
E/wpa_supplicant( 3218): eap_proxy: eap_proxy_notify_config
E/wpa_supplicant( 3218): eap_proxy: eap_proxy_notify_config
D/StatusBar.NetworkController( 3752): hasService: mServiceState=1 1 home null null null  Unknown Unknown CSS not supported -1 -1 RoamInd=-1 DefRoamInd=-1 EmergOnly=true retVal=false
D/StatusBar.NetworkController( 3752): refreshViews: Data not connected!! Set no data type icon / Roaming
D/StatusBar.NetworkController( 3752): refreshViews connected={ } level=4 combinedSignalIconId=0x7f020338/com.android.systemui:drawable/stat_sys_signal_null combinedActivityIconId=0x0 mobileLabel=只能拨打紧急呼救电话 wifiLabel= emergencyOnly=true combinedLabel=未连接互联网 mAirplaneMode=false mDataActivity=0 mPhoneSignalIconId=0x7f020338/com.android.systemui:drawable/stat_sys_signal_null mQSPhoneSignalIconId=0x7f0200ac/com.android.systemui:drawable/ic_qs_signal_no_signal mDataDirectionIconId=0x0/(null) mDataSignalIconId=0x7f020338/com.android.systemui:drawable/stat_sys_signal_null mDataTypeIconId=0x0/(null) mQSDataTypeIconId=0x0/(null) mNoSimIconId=0x7f02008d/com.android.systemui:drawable/ic_qs_no_sim mWifiIconId=0x7f020350/com.android.systemui:drawable/stat_sys_wifi_signal_null mQSWifiIconId=0x7f0200bd/com.android.systemui:drawable/ic_qs_wifi_no_network mWifiActivityIconId=0x0/(null) mBluetoothTetherIconId=0x10806b3/android:drawable/stat_sys_tether_bluetooth
W/DPMJ    ( 1971): |SERVICE|  getWlanDns caught null ptr exception: java.lang.NullPointerException: Attempt to invoke virtual method 'java.util.List android.net.LinkProperties.getDnsServers()' on a null object reference
I/SimReceiver( 3221): WLAN DISCONNECTED
D/ConnectivityManager( 3106): getMobileDataEnabled()+ subId=2147483643
D/PhoneInterfaceManager( 3641): [PhoneIntfMgr] getDataEnabled: subId=2147483643 phoneId=0
D/PhoneInterfaceManager( 3641): [PhoneIntfMgr] getDataEnabled: subId=2147483643 retVal=true
D/ConnectivityManager( 3106): getMobileDataEnabled()- subId=2147483643 retVal=true
I/SurfaceFlinger(  248): FPS: 5
E/Launcher( 3678): ------------------- handleMessage SDK初始化成功: 0
D/WeiposService( 3106): getDeviceInfo
D/WangposDevicesProvider( 3106): query:content://cn.weipass.provider.WangposDevicesProvider/dataCache|dataCacheKey=-1013976890264205355
D/WangposDevicesProvider( 3106): getStringData -1013976890264205355
D/WangPosDeviceData( 3106): key_rsa_sn_code_data|P327701702000148|null
D/ShareDataLocalRsaService( 3106): getDeviceSNCode:P327701702000148
D/WangposDevicesProvider( 3106): query:content://cn.weipass.provider.WangposDevicesProvider/dataCache|dataCacheKey=-2976657542420544411
D/WangPosDeviceData( 3106): key_rsa_sn_data|
D/WangposDevicesProvider( 3106): query:content://cn.weipass.provider.WangposDevicesProvider/dataCache|dataCacheKey=-1526718203362830189
D/WangposDevicesProvider( 3106): getStringData -1526718203362830189
D/WangPosDeviceData( 3106): KEY_MERCHANT_MCODE||
D/WangposDevicesProvider( 3106): query:content://cn.weipass.provider.WangposDevicesProvider/dataCache|dataCacheKey=-1978380109866806439
D/WangposDevicesProvider( 3106): getStringData -1978380109866806439
D/WangPosDeviceData( 3106): KEY_MERCHANT_NAME||
I/SurfaceFlinger(  248): FPS: 4
I/WeiposService( 3106): getDeviceInfo  snCode:P327701702000148  en:  mcode:  mname:
D/WangposDevicesProvider( 3106): query:content://cn.weipass.provider.WangposDevicesProvider/dataCache|dataCacheKey=-1526718203362830189
D/WangposDevicesProvider( 3106): getStringData -1526718203362830189
D/WangPosDeviceData( 3106): KEY_MERCHANT_MCODE||null
D/LauncherServiceModel( 3678): isBindMerchant: false
D/WangposDevicesProvider( 3106): query:content://cn.weipass.provider.WangposDevicesProvider/dataCache|dataCacheKey=-1526718203362830189
D/WangposDevicesProvider( 3106): getStringData -1526718203362830189
D/WangPosDeviceData( 3106): KEY_MERCHANT_MCODE||null
I/qy      ( 3678): onResume noBind 678
I/SurfaceFlinger(  248): FPS: 6
E/Launcher( 3678): ------------------- handleMessage SDK初始化成功: 0
D/WeiposService( 3106): getDeviceInfo
D/WangposDevicesProvider( 3106): query:content://cn.weipass.provider.WangposDevicesProvider/dataCache|dataCacheKey=-1013976890264205355
D/WangposDevicesProvider( 3106): getStringData -1013976890264205355
D/WangPosDeviceData( 3106): key_rsa_sn_code_data|P327701702000148|null
